Term,Expansion,,ExpansionPrev,,,,Expansion,,,,,,,,,,,,,,,,,
iraty,[Abbreviation],,[ABBREVIATION],,,,[Equipment-OR-Device-OR-ManmadeObject],,,[EarthRelated],[OrganicPart_Plant],,[CARDINAL-ORDINAL],,[BodyPart-OR-SubstanceOrMaterial],,,,,,brushwood,[OrganicPart_Plant],,[OrganicPart_Plant]
lox,[Abbreviation],,[ABBREVIATION],,,,[Furniture],,m,[Equipment-OR-Device-OR-ManmadeObject],[Quality],,[FoodPortion],,[BodyPart-OR-TimePoint-OR-PhysicalContentRepresentation],,,,,,caraway,[OrganicPart_Plant],,[OrganicPart_Plant]
LV,[Abbreviation],,[ABBREVIATION],,,,[GeoEntity],,m,[FoodPortion],[Quality-Color],,[Container],,[Color],,,,,,cardamom,[OrganicPart_Plant],,[OrganicPart_Plant]
mawii,[Abbreviation],,[ABBREVIATION],,,,EthnicQuality,,m,[Furniture],[Structure-OR-Area],,,,[Color-OR-State_MentalContent-OR-MentalContent-OR-Quality],,,,,,carnation,[OrganicPart_Plant],,[OrganicPart_Plant]
md1,[Abbreviation],,[ABBREVIATION],,,,[GeoEntity-OR-Structure-OR-Area],,m,[GeoEntity],[Structure-OR-Area-OR-ManmadeObject],,,,[Container],,,,,,chickpea,[OrganicPart_Plant],,[OrganicPart_Plant]
na,[Abbreviation],,[ABBREVIATION],,,,[GeographicArea-OR-Related],,,[GeoEntity-OR-Structure-OR-Area],[TimeRelated],,,,[DeadBody],,,,,,chives,[OrganicPart_Plant],,[OrganicPart_Plant]
NP,[Abbreviation],,[ABBREVIATION],,,,[Quality],,m,[GeographicArea-OR-Related],[Unit],,,,[DesignatedTimeInterval],,,,,,chrysanthemum,[OrganicPart_Plant],,[OrganicPart_Plant]
nvsl,[Abbreviation],,[ABBREVIATION],,,,[Negation],,,[Negation],[WaterBody],,,,[DesignatedTimeInterval-OR-Duration],,,,,,cilantro,[OrganicPart_Plant],,[OrganicPart_Plant]
ovi,[Abbreviation],,[ABBREVIATION],,,,[Negation-Alternative],,,[Negation-Alternative],,,,,[DesignatedTimeInterval-OR-NamedTimeInterval],,,,,,cinnamon,[OrganicPart_Plant],,[OrganicPart_Plant]
pdn,[Abbreviation],,[ABBREVIATION],,,,[Portion_FoodOrOther],,,[OrganicPart_Plant],,,,,[DesignatedTimeInterval-OR-Occasion],,,,,,cola nut,[OrganicPart_Plant],,[OrganicPart_Plant]
roe,[Abbreviation],,[ABBREVIATION],,,,[Preposition-Containment],,,[Preposition-Containment],,,,,[Earth],,,,,,cornflakes,[OrganicPart_Plant],,[OrganicPart_Plant]
RT1,[Abbreviation],,[ABBREVIATION],,,,[Preposition-HavingOrigin],,,[Preposition-HavingOrigin],,,,,[Equipment],,,,,,corolla,[OrganicPart_Plant],,[OrganicPart_Plant]
rt2,[Abbreviation],,[ABBREVIATION],,,,[Preposition-Presence],,,[Preposition-Presence],,,,,[Equipment-OR-Activity_ContentCreation-OR-Activity_MentalContent-OR-Domain-OR-Activity_ContentPerformance],,,,,,corsage,[OrganicPart_Plant],,[OrganicPart_Plant]
sc,[Abbreviation],,[ABBREVIATION],,,,[Preposition-Support],,,[Preposition-Support],,,,,[Equipment-OR-Activity_ContentCreation-OR-Process-OR-Activity_MentalContent-OR-Domain-OR-Activity_ContentPerformance],,,,,,crocus,[OrganicPart_Plant],,[OrganicPart_Plant]
seco,[Abbreviation],,[ABBREVIATION],,,,[Adjective-Comound],,m,[Quality],,,,,[Equipment-OR-Act-OR-Energy],,,,,,cumin,[OrganicPart_Plant],,[OrganicPart_Plant]
si,[Abbreviation],,[ABBREVIATION],,,,,,,[Quality-Color],,,,,[Equipment-OR-Animate],,,,,,daffodil,[OrganicPart_Plant],,[OrganicPart_Plant]
spp.,[Abbreviation],,[ABBREVIATION],,,,[Quality-Color],,m,[Structure-OR-Area],,,,,[Equipment-OR-Artifact],,,,,,dahlia,[OrganicPart_Plant],,[OrganicPart_Plant]
VH1,[Abbreviation],,[ABBREVIATION],,,,[Quality-Food],,,[Structure-OR-Area-OR-ManmadeObject],,,,,[Equipment-OR-ArtifactPart],,,,,,daisy chain,[OrganicPart_Plant],,[OrganicPart_Plant]
vp,[Abbreviation],,[Abbreviation],,,,[Quality-Shape],,,[SubordConjunction-Purpose],,,,,[Equipment-OR-Clothing],,,,,,dhania,[OrganicPart_Plant],,[OrganicPart_Plant]
buy,[Activity-Procedure],,[Activity-Procedure],,,,[Quality-Size],,m,[TimeRelated],,,,,[Equipment-OR-Container],,,,,,durum,[OrganicPart_Plant],,[OrganicPart_Plant]
care,[Activity-Procedure],,[Activity-Procedure],,,,[Quality-State],,m,[Trademark],,,,,[Equipment-OR-ContentBearingObject],,,,,,eglantine,[OrganicPart_Plant],,[OrganicPart_Plant]
clinical,[Activity-Procedure],,[Quality],,,,[Quality-texture],,m,[Unit],,,,,[Equipment-OR-ContentPlan-OR-SituationSequence-OR-Way],,,,,,elderflower,[OrganicPart_Plant],,[OrganicPart_Plant]
evisceration,[Activity-Procedure],,[Activity-Procedure],,,,[Quality-Time],,m,[WaterBody],,,,,[Equipment-OR-Drug-OR-Way],,,,,,endosperm,[OrganicPart_Plant],,[OrganicPart_Plant]
flying,[Activity-Procedure],,[ACTIVITY],,,,[Structure-OR-Area],,,,,,,,[Equipment-OR-Instrument],,,,,,garam masala,[OrganicPart_Plant],,[OrganicPart_Plant]
generated,[Activity-Procedure],,[Activity-Procedure],,,,[Structure-OR-Area-OR-ManmadeObject],,,,,,,,[Equipment-OR-Material],,,,,,garbanzo,[OrganicPart_Plant],,[OrganicPart_Plant]
generating,[Activity-Procedure],,[Activity-Procedure],,,,[SubordConjunction-Purpose],,,,,,,,[Equipment-OR-Material-OR-Artifact],,,,,,garland,[OrganicPart_Plant],,[OrganicPart_Plant]
grazing,[Activity-Procedure],,[ACTIVITY],,,,[TimeRelated],,,,,,,,[Equipment-OR-Organization_Person-OR-Organization_LegPer-OR-Organization_Structure],,,,,,heart of palm,[OrganicPart_Plant],,[OrganicPart_Plant]
irrigation,[Activity-Procedure],,[ACTIVITY],,,,[Trademark],,,,,,,,[Equipment-OR-Organization_Person-OR-Person-OR-Organization_LegPer-OR-Organization_Structure],,,,,,ikebana,[OrganicPart_Plant],,[OrganicPart_Plant]
manufactured,[Activity-Procedure],,[Activity-Procedure],,,,[Unit],, m,[Abbreviation],,,,,[Equipment-OR-OrganizationalPart_Structure],,,,,,jumping bean,[OrganicPart_Plant],,[OrganicPart_Plant]
medical check,[Activity-Procedure],,,,,,[WaterBody],,m,[Activity-Procedure],[Abbreviation],,,,[Equipment-OR-Person],,,,,,khat,[OrganicPart_Plant],,[OrganicPart_Plant]
monitoring,[Activity-Procedure],,[ACTIVITY],,,,[Preposition-Comound],,m,[BodyPart-OR-OrganicPart],[Activity-Procedure],,,,[Equipment-OR-PhysicalContentRepresentation],,,,,,kola nut,[OrganicPart_Plant],,[OrganicPart_Plant]
necropsy,[Activity-Procedure],,,,,,[Quality-Temperature],,m,[Cardinal-Ordinal],[Area-OR-RelativeLocation],,,,[Equipment-OR-PhysicalContentRepresentation-OR-Artifact],,,,,,lentil,[OrganicPart_Plant],,[OrganicPart_Plant]
painting,[Activity-Procedure],,[ACTIVITY],,,,,,m,[Container],[BodyPart-OR-OrganicPart],,,,[Equipment-OR-PhysicalContentSymbol],,,,,,lily,[OrganicPart_Plant],,[OrganicPart_Plant]
poisoning,[Activity-Procedure],,[ACTIVITY],,,,,,m,[Equipment-OR-Device-OR-ManmadeObject],[Cardinal-Ordinal],,,,[Equipment-OR-State_Quality-OR-Artifact],,,,,,lily pad,[OrganicPart_Plant],,[OrganicPart_Plant]
prodcution,[Activity-Procedure],,[Activity-Procedure],,,,,,m,[FoodPortion],[Container],,,,[Equipment-OR-Structure-OR-ManMadeArea],,,,,,makuti,[OrganicPart_Plant],,[OrganicPart_Plant]
producing,[Activity-Procedure],,[Activity-Procedure],,,,,,m,[Furniture],[DeadBody],,,,[Equipment-OR-SubstanceOrMaterial],,,,,,marguerite,[OrganicPart_Plant],,[OrganicPart_Plant]
program,[Activity-Procedure],,[Activity-Procedure],,,,,,m,[GeoEntity],[EarthRelated],,,,[Equipment-OR-Vehicle],,,,,,marigold,[OrganicPart_Plant],,[OrganicPart_Plant]
render,[Activity-Procedure],,[Activity-Procedure],,,,,,m,[GeographicArea-OR-Related],[Equipment-OR-Device-OR-ManmadeObject],,,,,,,,,,may,[OrganicPart_Plant],,[OrganicPart_Plant]
rendering,[Activity-Procedure],,[Activity-Procedure],,,,,,m,[Quality],[FoodPortion],,,,[Equipment-OR-VehiclePart],,,,,,miraa,[OrganicPart_Plant],,[OrganicPart_Plant]
rinse,[Activity-Procedure],,,,,,,,m,[Structure-OR-Area],[Furniture],,,,[Furniture],,,,,,musk rose,[OrganicPart_Plant],,[OrganicPart_Plant]
rub,[Activity-Procedure],,[Activity-Procedure],,,,,,m,[TimeRelated],[GeoEntity],,,,[Furniture-OR-Artifact],,,,,,nosegay,[OrganicPart_Plant],,[OrganicPart_Plant]
sale,[Activity-Procedure],,[Activity-Procedure],,,,,,m,[Trademark],[GeoEntity-OR-Structure-OR-Area],,,,[Furniture-OR-Container],,,,,,nutmeg,[OrganicPart_Plant],,[OrganicPart_Plant]
sampling,[Activity-Procedure],,[ACTIVITY],,,,,,m,[Unit],[GeographicArea-OR-Related],,,,[Furniture-OR-Vehicle],,,,,,okra,[OrganicPart_Plant],,[OrganicPart_Plant]
sell,[Activity-Procedure],,[Activity-Procedure],,,,,,m,[WaterBody],[OrganicPart_Plant],,,,[GeographicArea],,,,,,ovule,[OrganicPart_Plant],,[OrganicPart_Plant]
standing,[Activity-Procedure],,[ACTIVITY],,,,,,,Expansion,[Quality],,,,[GeographicArea-OR-Artifact],,,,,,paan,[OrganicPart_Plant],,[OrganicPart_Plant]
swimming,[Activity-Procedure],,[ACTIVITY],,,,,,,[Additional-Different],[Quality-Color],,,,[GeographicArea-OR-Artifact-OR-BodyOfWater],,,,,,pan:2,[OrganicPart_Plant],,[OrganicPart_Plant]
system,[Activity-Procedure],,,,,,,,,[Area-OR-RelativeLocation],[Structure-OR-Area],,,,[GeographicArea-OR-ContentBearingObject],,,,,,parched rice,[OrganicPart_Plant],,[OrganicPart_Plant]
travel,[Activity-Procedure],,[Activity-Procedure],,,,,,,[Conjunction-Contrast],[Structure-OR-Area-OR-ManmadeObject],,,,[GeographicArea-OR-ManMadeArea],,,,,,petal,[OrganicPart_Plant],,[OrganicPart_Plant]
walking,[Activity-Procedure],,[ACTIVITY],,,,,,,[CoordConjunction-Addition],[TimeRelated],,,,[GeographicArea-OR-SubstanceOrMaterial_Natural],,,,,,pine nut,[OrganicPart_Plant],,[OrganicPart_Plant]
wash,[Activity-Procedure],,[Activity-Procedure],,,,,,,[CoordConjunction-Alternative],[Unit],,,,[GeoPoliticalEntity],,,,,,pistil,[OrganicPart_Plant],,[OrganicPart_Plant]
miscellaneous,[Additional-Different],,,,,,,,,[CoordConjunction-Contrast],[WaterBody],,,,[GeoPoliticalEntity-OR-GeographicArea],,,,,,posy,[OrganicPart_Plant],,[OrganicPart_Plant]
other,[Additional-Different],,,,,,,,,[CoordConjunction-Effect],,,,,[GeoPoliticalEntity-OR-ManMadeArea-OR-GeographicArea-OR-Area],,,,,,rhizome,[OrganicPart_Plant],,[OrganicPart_Plant]
above,[LocationContextual],,[RelativeLocation],,,,,,,[CoordConjunction-Purpose],,,,,[GeoPoliticalEntity-OR-Structure],,,,,,rosebud,[OrganicPart_Plant],,[OrganicPart_Plant]
above,[LocationContextual],,,,,,,,,[DeadBody],,,,,[GeoPoliticalEntity-OR-Structure-OR-Area],,,,,,sauerkraut,[OrganicPart_Plant],,[OrganicPart_Plant]
abyss,[LocationContextual],,[RelativeLocation_Hole-OR-Area],,,,,,,[EarthRelated],,,,,[GEO-QUALITY],,,,,,savoy,[OrganicPart_Plant],,[OrganicPart_Plant]
agora,[LocationContextual],,[Area],,,,,,,[GeoEntity-OR-Structure-OR-Area],,,,,[IllegalDrug],,,,,,sepal,[OrganicPart_Plant],,[OrganicPart_Plant]
air corridor,[LocationContextual],,[Area],,,,,,,[Negation],,,,,[Instrument],,,,,,snowdrop,[OrganicPart_Plant],,[OrganicPart_Plant]
airfield,[LocationContextual],,[Area],,,,,,,[Negation-Alternative],,,,,[ManMadeArea],,,,,,snuff,[OrganicPart_Plant],,[OrganicPart_Plant]
airspace,[LocationContextual],,[Area],,,,,,,[OrganicPart_Plant],,,,,[ManMadeArea-OR-GeographicArea-OR-Area],,,,,,sprig,[OrganicPart_Plant],,[OrganicPart_Plant]
alveolus,[LocationContextual],,[Area],,,,,,,[Preposition-Containment],,,,,[NamedTimeInterval],,,,,,spring greens,[OrganicPart_Plant],,[OrganicPart_Plant]
artesian well,[LocationContextual],,[RelativeLocation_Hole],,,,,,,[Preposition-HavingOrigin],,,,,[OrganicPart],,,,,,sweetcorn,[OrganicPart_Plant],,[OrganicPart_Plant]
at,[LocationContextual],,[RelativeLocation],,,,,,,[Preposition-Presence],,,,,[OrganicPart_Animal],,,,,,taproot,[OrganicPart_Plant],,[OrganicPart_Plant]
back,[LocationContextual],,,,,,,,,[Preposition-Support],,,,,[OrganicPart_Animal-OR-Food_Animal],,,,,,tobacco,[OrganicPart_Plant],,[OrganicPart_Plant]
beneath,[LocationContextual],,[RelativeLocation],,,,,,,[Quality-Color],,,,,[OrganicPart_Animal-OR-OrganicPart_Person],,,,,,treetop,[OrganicPart_Plant],,[OrganicPart_Plant]
bergschrund,[LocationContextual],,[RelativeLocation_Hole],,,,,,,[Structure-OR-Area-OR-ManmadeObject],,,,,[OrganicPart_Person],,,,,,tuber,[OrganicPart_Plant],,[OrganicPart_Plant]
beside,[LocationContextual],,[RelativeLocation],,,,,,,[SubordConjunction-Purpose],,,,,[OrganicPart_Plant],,,,,,tulip,[OrganicPart_Plant],,[OrganicPart_Plant]
between,[LocationContextual],,,,,,,,,,,,,,[OrganicPart_Plant-OR-Food_Plant],,,,,,twig,[OrganicPart_Plant],,[OrganicPart_Plant]
bight,[LocationContextual],,[Area],,,,,,,,,,,,[OrganicPart_Plant-OR-Food_Plant-OR-Plant],,,,,,water chestnut,[OrganicPart_Plant],,[OrganicPart_Plant]
borehole,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[OrganicPart_Plant-OR-Material-OR-SubstanceOrMaterial-OR-Plant],,,,,,yam,[OrganicPart_Plant],,[OrganicPart_Plant]
bottom,[LocationContextual],,,,,,,,,,,,,,[OrganicPart_Plant-OR-OrganicPart],,,,,,feeler,[OrganicPart_Plant],,[OrganicPart_Plant-OR-OrganicPart]
caldera,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[OrganicPart_Plant-OR-OrganicPart_Animal],,,,,,fetlock,[OrganicPart_Plant],,[OrganicPart_Plant-OR-OrganicPart]
camber,[LocationContextual],,[Area],,,,,,,,,,,,[OrganicPart_Plant-OR-OrganicPart_Animal-OR-SubstanceOrMaterial_Natural-OR-OrganicPart_Person],,,,,,glans,[OrganicPart_Plant],,[OrganicPart_Plant-OR-OrganicPart]
campground,[LocationContextual],,[Area],,,,,,,,,,,,[OrganicPart_Plant-OR-Plant],,,,,,septum,[OrganicPart_Plant],,[OrganicPart_Plant-OR-OrganicPart]
cat flap,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[OrganicPart-OR-Color],,,,,,stamen,[OrganicPart_Plant],,[OrganicPart_Plant-OR-OrganicPart]
cave,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[OrganicPart-OR-OrganicPart_Person],,,,,,villus,[OrganicPart_Plant],,[OrganicPart_Plant-OR-OrganicPart]
cavern,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[OrganicPart-OR-SubstanceOrMaterial_Natural],,,,,,carapace,[OrganicPart_Plant],,[OrganicPart_Plant-OR-OrganicPart_Animal]
chicane,[LocationContextual],,[Area],,,,,,,,,,,,[Path_ManMadeArea],,,,,,conch,[OrganicPart_Plant],,[OrganicPart_Plant-OR-OrganicPart_Animal]
clearing,[LocationContextual],,[Area],,,,,,,,,,,,[Path_ManMadeArea-OR-Area],,,,,,cowrie,[OrganicPart_Plant],,[OrganicPart_Plant-OR-OrganicPart_Animal]
cleft,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[Path_ManMadeArea-OR-BodyOfWater],,,,,,seashell,[OrganicPart_Plant],,[OrganicPart_Plant-OR-OrganicPart_Animal]
colliery,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[Path_ManMadeArea-OR-GeographicArea],,,,,,growth ring,[OrganicPart_Plant],,[OrganicPart_Plant-OR-OrganicPart_Animal-OR-SubstanceOrMaterial_Natural-OR-OrganicPart_Person]
combustion chamber,[LocationContextual],,[Area],,,,,,,,,,,,[Path_ManMadeArea-OR-ManMadeArea],,,,,,rick,[OrganicPart_Plant],,[OrganicPart_Plant-OR-Material-OR-SubstanceOrMaterial-OR-Plant]
confines,[LocationContextual],,[Area-OR-RelativeLocation_Material],,,,,,,,,,,,[Path_ManMadeArea-OR-Method-OR-ContentPlan],,,,,,,,,
courtyard,[LocationContextual],,[Area-OR-RelativeLocation_Material],,,,,,,,,,,,[Path_ManMadeArea-OR-Structure],,,,,,,,,
crack,[LocationContextual],,[Area-OR-RelativeLocation],,,,,,,,,,,,[Path-OR-Path_ManMadeArea],,,,,,,,,
cranny,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[Quality],,,,,,,,,
crevasse,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[QUALITY-COLOR],,,,,,,,,
crevice,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[RelativeLocation],,,,,,,,,
demarcation,[LocationContextual],,[Area-OR-RelativeLocation_Material],,,,,,,,,,,,[RelativeLocation_Hole],,,,,,,,,
dog leg,[LocationContextual],,[Area],,,,,,,,,,,,[RelativeLocation_Hole-OR-Area],,,,,,,,,
doorway,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[Structure],,,,,,,,,
down,[LocationContextual],,,,,,,,,,,,,,[Structure-OR-Area],,,,,,,,,
drey,[LocationContextual],,[Area],,,,,,,,,,,,[Structure-OR-Area-OR-RelativeLocation_Material],,,,,,,,,
drive bay,[LocationContextual],,[Area],,,,,,,,,,,,[Structure-OR-Artifact],,,,,,,,,
earhole,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[Structure-OR-Artifact-OR-MentalContent],,,,,,,,,
elbow room,[LocationContextual],,[Area-OR-RelativeLocation_Material],,,,,,,,,,,,[Structure-OR-Artifact-OR-SubstanceOrMaterial_Natural],,,,,,,,,
embrasure,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[Structure-OR-Container],,,,,,,,,
esplanade,[LocationContextual],,[Area],,,,,,,,,,,,[Structure-OR-FLocation_ManMade],,,,,,,,,
eyelet,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[Structure-OR-GeographicArea-OR-Artifact],,,,,,,,,
f hole,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[Structure-OR-ManMadeArea],,,,,,,,,
field of vision,[LocationContextual],,[Area-OR-RelativeLocation_Material],,,,,,,,,,,,[Structure-OR-ManMadeArea-OR-Area],,,,,,,,,
fireplace,[LocationContextual],,[Area],,,,,,,,,,,,[Structure-OR-ManMadeArea-OR-GeographicArea],,,,,,,,,
firmament,[LocationContextual],,[Area],,,,,,,,,,,,[Structure-OR-ManMadeArea-OR-GeographicArea-OR-Area],,,,,,,,,
first base,[LocationContextual],,[RelativeLocation],,,,,,,,,,,,[Structure-OR-NotAnimate],,,,,,,,,
fissure,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[Structure-OR-Occasion],,,,,,,,,
fistula,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[Structure-OR-Vehicle],,,,,,,,,
follicle,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[StructurePart],,,,,,,,,
fontanelle,[LocationContextual],,[Area],,,,,,,,,,,,[StructurePart-OR-Artifact-OR-Area],,,,,,,,,
forecourt,[LocationContextual],,[Area],,,,,,,,,,,,[StructurePart-OR-ManMadeArea-OR-Area],,,,,,,,,
foxhole,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[StructurePart-OR-Structure],,,,,,,,,
fumarole,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[StructurePart-OR-Structure-OR-Area],,,,,,,,,
gill,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[StructurePart-OR-Structure-OR-Artifact],,,,,,,,,
grotto,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[Time],,,,,,,,,
hairpin bend,[LocationContextual],,[Area],,,,,,,,,,,,[TimeInterval],,,,,,,,,
herbaceous border,[LocationContextual],,[Area],,,,,,,,,,,,[Time-OR-Furniture],,,,,,,,,
houseroom,[LocationContextual],,[Area-OR-RelativeLocation_Material],,,,,,,,,,,,[TimePoint],,,,,,,,,
inglenook,[LocationContextual],,[Area],,,,,,,,,,,,[TimePoint-OR-Duration],,,,,,,,,
inside,[LocationContextual],,,,,,,,,,,,,,[UnitOfAngle],,,,,,,,,
inside,[LocationContextual],,,,,,,,,,,,,,[UnitOfElectricCapacitance],,,,,,,,,
interstice,[LocationContextual],,[Area-OR-RelativeLocation_Hole],,,,,,,,,,,,[UnitOfElectricCharge],,,,,,,,,
junction,[LocationContextual],,[Area-OR-RelativeLocation],,,,,,,,,,,,[UnitOfElectricConductance],,,,,,,,,
kerbside,[LocationContextual],,[Area],,,,,,,,,,,,[UnitOfElectricInductance],,,,,,,,,
keyhole,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[UnitOfElectricResistance],,,,,,,,,
legroom,[LocationContextual],,[Area-OR-RelativeLocation_Material],,,,,,,,,,,,[UnitOfEnergy],,,,,,,,,
line of sight,[LocationContextual],,[Area-OR-RelativeLocation_Material],,,,,,,,,,,,[UnitOfForce],,,,,,,,,
maidan,[LocationContextual],,[Area],,,,,,,,,,,,[UnitOfFrequency],,,,,,,,,
mail slot,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[UnitOfInformation],,,,,,,,,
manhole,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[UnitOfLength],,,,,,,,,
Mason Dixon Line,[LocationContextual],,[Area],,,,,,,,,,,,[UnitOfLuminousFlux],,,,,,,,,
mineshaft,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[UnitOfLuminousIntensity],,,,,,,,,
mortise,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[UnitOfMagneticFlux],,,,,,,,,
nostril,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[UnitOfMass],,,,,,,,,
ocean trench,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[UnitOfMeasurement],,,,,,,,,
oil well,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[UnitOfMeasurementOthers],,,,,,,,,
on,[LocationContextual],,[RelativeLocation],,,,,,,,,,,,[UnitOfMoney],,,,,,,,,
orifice,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[UnitOfMoney-OR-Money_ContentBearingObject],,,,,,,,,
orphanage,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[UnitOfPower],,,,,,,,,
outside,[LocationContextual],,,,,,,,,,,,,,[UnitOfPressure],,,,,,,,,
peephole,[LocationContextual],,[RelativeLocation_Hole],,,,,,,,,,,,[UnitOfRadiation],,,,,,,,,
